标题	详情
王者荣耀浪费时间的游戏	"排位的匹配必须输输输 再赢再输输输 
怎么说 这个游戏工作人员绝B就是不干活的 投诉不管 匹配到的队友挂机 弱智 抢位置送人头 
浪费别人认真的时间 建议大家别陷进去了 越玩久越无力   充了这么多皮肤钱都是坑人的  
没有尊重 只有坑 没有游戏 只有被娱乐和设计 
当玩家是水鱼  不值得 删！"
从来都是一打九	"队友比敌人更可怕
敌人吧 还能打 队友吧 打都打不了
打十把 九把一打九 这为啥怎么改都改不了？为啥！为啥？"
垃圾	垃圾系统，豆腐渣工程，等了十五分钟，然后上去又让等十五分钟，有病啊，
垃圾游戏	这游戏已经被造坏了！垃圾的匹配制度……还有垃圾的处罚制度……已变成一个坑钱游戏了
呵呵	本来我玩游戏是不评论的，纯属娱乐一下，但是今晚我真的生气了，打了6个多小时，星耀1满星冲了6次王者没上去，每次冲王者那局就各种演员，安排好一样，选个百里发战绩20%胜率，明确表示来掉分的，开局就抢蓝，然后各种放空2技能，结果不用说了，稳输，之后打了一个小时才打回满星，冲王者那把又来个狄仁杰，说坑完最后一局睡觉，开局就上路串到下路，到处游荡，不输都难，就这样来来回回一晚上，冲6次王者没上去，每一局都是不正常的，这该怎么玩？这不是匹配机制有问题吗，不可能每次这么巧吧？一冲王者就这样？难道说单排不给上王者？果断卸载
垃圾匹配机制	连胜之后必有连败，匹配的都是垃圾队友，呵呵了
垃圾游戏	就是一个垃圾游戏浪费时间特么不是挂机就是演员
一个坑逼的游戏	绝对坑逼！玩了让人心情很差～系统总是给你匹配一些卦机或者菜鸡～坑你连输几把，你不服输就继续连输～5-6把会匹配一把对面极度弱的，赢一把为了不让你卸载游戏，赢完继续让你连输，不服输就一直玩，浪费时间不说，还影响学习生活，悔一代的游戏，不要碰！
越来越受不了闪退	这游戏刚出就开始玩了，中间离开回来，当初是因为个人原因不想玩，然而现在想玩回来发现6p玩不动了，真怀念以前非常流畅也不会闪退的时候。现在动不动就闪退。闪退还扣信誉分。想继续玩下去的心又淡了点，游戏制作是精美了，内存却越来越高，数据也越来越大，然后一个闪退什么心情都没有了。    再说一下，游戏大小显示2.6g。等安装完就会变成5个g了。这是下载就开始释放了吗
垃圾	垃圾一一下个这么久，这么炕演员又多，烦
垃圾游戏	sb 天美 什么垃圾匹配机制。 sb玩冷
王者农药审核举报的人可能死了妈	队友到处晃悠不参团，送人头，bb没完没了举报不成功，骂他几句反而我被举报成功，审核的人可能全家死光了
垃圾游戏	这么垃圾的游戏真的不能玩，
眼中只有赚钱	垃圾匹配系统，垃圾举报系统
差评	"一直闪退，说什么停更恢复，没修好不说，还更严重了
刚刚打游戏的时候闪退了，然后就不让进了，点进去就闪退。无语了，到时候又要扣我积分，真心无语了"
垃圾游戏毁我青春	"为什么别人匹配到的队友都是随随便便带飞1打5超厉害呢
不给我带飞队友也别把把给我又菜又狗还听不懂人话的吧
我是想你扣它信誉分嘛
我是想上分啊
怎么着了是因为我没充钱嘛
差距怎么就这么大呢
我卸还不行吗"
匹配什么人	打的气人 匹配的什么人 要么连胜好几局 要么输好几局
垃圾匹配机制	垃圾游戏 垃圾匹配机制 只要赢了两把 就开始匹配智障队友
辣鸡游戏	不充钱想赢不可能
辣鸡游戏别坑人了	这就是个辣鸡游戏，劝各位朋友别玩了，本人王者40星，就是因为没充钱，别人举报我一次扣13分，我举报别人都是不扣分扣三分，不是一次两次了，这个游戏真的没有所谓的公平，别人会员等级高想骂人就骂人。扣分也就是扣几分，呵呵了，劝各位朋友别玩，游戏里狗还多。
一星都不想给，一直在变大，有意思吗！	每次升级都变大，是不想让人玩了吗！
垃圾的举报和匹配制度	别人选英雄的时候骂人举报不通过，开麦骂人举报也不通过，我积极团战抗伤被举报通过了，这游戏真棒棒呢，完全不筛选用户，素质低下的也不在少数，建议不怎么会骂人的人别玩，气的半夜都睡不着
垃圾的不能再垃圾的游戏了	反正说啥也没用，反正玩这个能被坑死，浪费钱浪费时间，不信试试
退游是不可能的	我想说 王者荣耀是个很公平的游戏 唯一一点就是这个甄姬是真nm恶心
天美我是你爸爸	连胜连跪机制滚吧天美！排位赢多了就给安排坑队友，又把我的段位强行拉下来，天美你爸爸我不要做败方MVP，垃圾天美，给你一星评论都算多的了。呵呵
脑子是个好东西可惜大部分人都没有	禁言扣分审查倒是挺严格，能不能把门槛提高些，不带脑子的都能玩游戏还有意思吗？这游戏这么做怎么策划都烂
退游	体验感极差，从此再不玩这破游戏，匹配的都是些坑壁队友，没法玩，退游不在玩这款游戏！
垃圾	垃圾游戏、垃圾举报机制！看毛线核对，只要输了全是辅助的锅，还一举报一个准！真心垃圾
垃圾游戏赶紧删除??	浪费我时间破坏我心情 晚上觉都睡不好，害我从一个唯物主义者变成大封建迷信，还造成了我的心悸手脚出汗女朋友拉血请求苹果商店删除这款游戏??
抄袭出来的产品	低质量游戏
游戏体验	游戏平衡性，特别差。不能让我理解上路对线的是对面下路，不知道是怎么弄的也，装备也不行，法术防御装备屈指可数，没用的邮件必须已读才能一下删除，两个炮兵基本能推掉塔，没个皮肤都有加成，厉害呀，不充钱就是差那么一点伤害。对这个游戏无语了
呵呵	垃圾游戏 客服就是个无脑儿 爸妈都死了的那种  千万别玩
差评怎么不能不给星呢！给一星都怕你骄傲好吗！	从来没有匹配的都是坑货，秒选狗。真的，游戏本身是为了娱乐开心的，但是腾讯一个游戏让人越玩越不开心就很厉害了，厉害的腾讯是我们永远理解不了的高度，致敬！
充钱后一直给我匹配难的要死的人??	混账腾讯，以后再下你我就是??
什么玩意	匹配的都是些啥   废物
要是RMB玩家可以得到更多好处就更好了	要是RMB玩家可以得到更多好處就更好了
游戏玩家参差不齐	小孩太多。坑的没话说，动不动就扣分～
垃圾游戏	游戏真的很垃圾，队友坑的要死，不知道系统咋匹配的，已经卸载
匹配的队友什么鬼	玩太多都给我匹配乱七八糟的队友？能给我匹配些正常点点的吗？
系统问题	昨天系统更新后，进去玩就一直掉网。还说我网络不好我用4g玩耶
为什么老是组队到挂机送人头	游戏体验太差了，就因为没充钱所以一直组队到挂机送人头的吗？
生气啊	我手机还有6g的空间 下不了王者荣耀  一个手机游戏你特么搞那么大  普通端游也没这么大吧  你往后更新想怎样？ 整到100g  有多少手机能完美运行？ 能体验游戏乐趣吗？垃圾游戏
真卡啊	我一直以为是苹果x的问题，后来玩别的都不卡，就王者农药卡，一直460真错了
密密麻麻吗	云中君还要削？没位移的英雄怎么抓c位，碰都碰不到，还不加强
敌我队友??天壤之别	这游戏我也是从那时候的英雄战记开始玩的，氪金也不少，但是这队友是认真的吗，随便就挂机??每天都想着娱乐的念头，每天都要气死了哦……
匹配机制太恶心	天美的匹配机制恶心到爆
不要再打着公平的旗号骗人	游戏整个设计的匹配机制就是不合理的。。我靠着我自己的能力把把MVP连胜三把就要被匹配猪狗不如的队友被强制连输无数把，我想知道我凭什么还要玩你这垃圾游戏，，别再说你是什么公平竞争游戏，花里胡哨的东西太多，你不配！
越玩越火大	没有掉坑的 最好不要下载了 脾气不好的会把手机砸了的 想赢的话要充钱的 没充钱的就不要幻想赢了
垃圾游戏	这游戏要多垃圾有多垃圾，什么5v5，我看是一打九。给你一颗星
服务器不好	网络不好卡，网络好也卡，什么游戏
史上最垃圾的排位机制！！！！没有之一！！！！！	这排位机制太次了，单排排的不是挂机就是2比～
垃圾游戏	辣鸡游戏 颓我青春 耗我钱财 我呸
垃圾匹配	垃圾中的垃圾匹配，可以连续4天以上匹配垃圾队友给你，前期带好节奏，后期一样的不和你开团，不和你推水晶，生生的把对手拖起来了反推，就不能设置跟刀塔一样自由进房间吗，傻b设计
天美工作室的姚狗祭祀开始	姚狗扑街死全家
垃圾游戏	游戏制度不完善，垃圾，不提倡玩，特别有高血压或心脏病的人，会让你病发的。
关于米莱蒂	GK！nmlgb
垃圾匹配机制	一把神一把坑
将在7月开启儿童锁，18岁以上也只能玩1个小时	呵呵
有bug	好友都下线了，还显示在游戏中，并且开局4、50分钟。有时候跟朋友一起玩，好友在线却不显示，还得微信发链接邀请。有时候对方一局都结束了我这却显示还在游戏中，错过了一起玩的机会。有一次朋友邀请我，我点接受却显示没有这个人。请及时优化，谢谢！
充不到v8各种各样演员	可恶
闪退问题都解决不了，什么破玩意儿，还闪退扣分，坑皮	闪退问題，信誉扣分，这一功能能优化一下吗
垃圾游戏，一星都不想给	这个游戏几乎就是没有玩的乐趣，逗比。坑比总会在你身旁，演员无时无刻都举报不成功，实力的人总在对面，自己恨不得一打九。队友还挂机，建议出个杀队友的功能，
新型鸦片，王者荣耀，提起警惕！！	"大家一起抵制农药，坑害中国人的玩意儿
希望能出一个显示卸载量的功能！！！！，有人在帮其刷五星，估计是农药出钱的，个人的力量是微小的，但众人的力量是强大的，大家一起举报来！！！！！！希望能出一个查看软件卸载量的功能，看看这王者有多少人卸载！希望大家提起警惕，这游戏故意让你输输赢赢，然后一直玩，然后充钱，类似新型鸦片，祸国殃民，残害我们的新一代！我每天都会刷好几次差评，小伙伴们跟我一起行动起来！！"
能不能安卓苹果互通？我要爱国！	一直不想再用美国的东西，可就是因为这个游戏才迫不得已，希望高管们为了大家的爱国热情实行安卓系统和苹果系统游戏账号内容的互通
